ukprn,uni,year,female,male,unknown,total,change,lat,lon
10007856,Aberystwyth University,2015,"4,900","4,940",0,9835,,52.403473,-4.0435839
10007856,Aberystwyth University,2016,"4,340","4,420",0,8755,-1080,52.403473,-4.0435839
10007856,Aberystwyth University,2017,"4,385","4,065",5,8455,-300,52.403473,-4.0435839
10007856,Aberystwyth University,2018,"4,390","3,785",15,8185,-270,52.403473,-4.0435839
10007856,Aberystwyth University,2019,"4,230","3,585",30,7845,-340,52.403473,-4.0435839
10007856,Aberystwyth University,2020,"4,215","3,455",50,7720,-125,52.403473,-4.0435839
10007856,Aberystwyth University,2021,"4,385","3,535",120,8040,320,52.403473,-4.0435839
10007856,Aberystwyth University,2022,"4,165","3,515",160,7845,-195,52.403473,-4.0435839
10007856,Aberystwyth University,2023,"4,585","3,610",215,8415,570,52.403473,-4.0435839
10000291,Anglia Ruskin University,2015,"12,260","7,565",0,19830,,51.741383,0.47449499
10000291,Anglia Ruskin University,2016,"12,760","8,170",0,20935,1105,51.741383,0.47449499
10000291,Anglia Ruskin University,2017,"14,090","8,405",5,22500,1565,51.741383,0.47449499
10000291,Anglia Ruskin University,2018,"14,870","8,600",15,23485,985,51.741383,0.47449499
10000291,Anglia Ruskin University,2019,"15,615","8,855",25,24490,1005,51.741383,0.47449499
10000291,Anglia Ruskin University,2020,"16,700","9,995",20,26715,2225,51.741383,0.47449499
10000291,Anglia Ruskin University,2021,"20,010","12,150",20,32180,5465,51.741383,0.47449499
10000291,Anglia Ruskin University,2022,"21,775","13,395",25,35195,3015,51.741383,0.47449499
10000291,Anglia Ruskin University,2023,"21,515","13,535",30,35080,-115,51.741383,0.47449499
10007759,Aston University,2015,"5,355","5,715",0,11070,,52.486637,-1.890952
10007759,Aston University,2016,"5,980","6,490",0,12475,1405,52.486637,-1.890952
10007759,Aston University,2017,"6,485","7,120",0,13610,1135,52.486637,-1.890952
10007759,Aston University,2018,"6,960","7,655",0,14615,1005,52.486637,-1.890952
10007759,Aston University,2019,"7,135","7,850",0,14990,375,52.486637,-1.890952
10007759,Aston University,2020,"7,505","8,090",0,15595,605,52.486637,-1.890952
10007759,Aston University,2021,"8,050","8,740",5,16795,1200,52.486637,-1.890952
10007759,Aston University,2022,"8,315","9,275",5,17595,800,52.486637,-1.890952
10007759,Aston University,2023,"9,005","10,200",5,19210,1615,52.486637,-1.890952
10007857,Bangor University,2015,"6,070","4,695",0,10765,,53.229195,-4.129437
10007857,Bangor University,2016,"6,000","4,630",0,10630,-135,53.229195,-4.129437
10007857,Bangor University,2017,"6,535","4,735",0,11270,640,53.229195,-4.129437
10007857,Bangor University,2018,"6,615","4,540",0,11155,-115,53.229195,-4.129437
10007857,Bangor University,2019,"6,095","4,095",0,10195,-960,53.229195,-4.129437
10007857,Bangor University,2020,"6,025","3,925",0,9945,-250,53.229195,-4.129437
10007857,Bangor University,2021,"5,980","3,725",0,9705,-240,53.229195,-4.129437
10007857,Bangor University,2022,"6,320","4,185",0,10505,800,53.229195,-4.129437
10007857,Bangor University,2023,"6,485","4,275",70,10825,320,53.229195,-4.129437
10000571,Bath Spa University,2015,"5,045","2,335",0,7380,,51.373211,-2.440912
10000571,Bath Spa University,2016,"5,185","2,445",0,7630,250,51.373211,-2.440912
10000571,Bath Spa University,2017,"5,400","2,575",0,7980,350,51.373211,-2.440912
10000571,Bath Spa University,2018,"5,560","2,530",0,8090,110,51.373211,-2.440912
10000571,Bath Spa University,2019,"5,455","2,425",0,7880,-210,51.373211,-2.440912
10000571,Bath Spa University,2020,"5,805","2,640",5,8450,570,51.373211,-2.440912
10000571,Bath Spa University,2021,"6,455","2,770",10,9235,785,51.373211,-2.440912
10000571,Bath Spa University,2022,"7,930","5,295",15,13240,4005,51.373211,-2.440912
10000571,Bath Spa University,2023,"9,045","8,270",20,17335,4095,51.373211,-2.440912
10007760,Birkbeck College,2015,"7,675","6,255",5,13935,,51.521893,-0.13035899
10007760,Birkbeck College,2016,"6,555","5,680",10,12245,-1690,51.521893,-0.13035899
10007760,Birkbeck College,2017,"7,010","5,895",10,12920,675,51.521893,-0.13035899
10007760,Birkbeck College,2018,"6,490","5,435",15,11940,-980,51.521893,-0.13035899
10007760,Birkbeck College,2019,"6,270","5,100",20,11390,-550,51.521893,-0.13035899
10007760,Birkbeck College,2020,"6,445","4,955",25,11425,35,51.521893,-0.13035899
10007760,Birkbeck College,2021,"6,940","5,095",35,12070,645,51.521893,-0.13035899
10007760,Birkbeck College,2022,"6,095","4,525",35,10660,-1410,51.521893,-0.13035899
10007760,Birkbeck College,2023,"5,860","4,295",50,10200,-460,51.521893,-0.13035899
10007140,Birmingham City University,2015,"14,715","8,620",0,23335,,52.517269,-1.897287
10007140,Birmingham City University,2016,"15,240","8,820",0,24065,730,52.517269,-1.897287
10007140,Birmingham City University,2017,"15,130","8,990",10,24130,65,52.517269,-1.897287
10007140,Birmingham City University,2018,"15,415","9,150",10,24575,445,52.517269,-1.897287
10007140,Birmingham City University,2019,"16,245","9,595",15,25855,1280,52.517269,-1.897287
10007140,Birmingham City University,2020,"16,875","10,030",25,26930,1075,52.517269,-1.897287
10007140,Birmingham City University,2021,"18,270","10,690",30,28995,2065,52.517269,-1.897287
10007140,Birmingham City University,2022,"19,250","10,980",60,30285,1290,52.517269,-1.897287
10007140,Birmingham City University,2023,"20,035","11,635",75,31745,1460,52.517269,-1.897287
10007811,Bishop Grosseteste University,2015,"1,815",480,0,2290,,53.243565,-0.537139
10007811,Bishop Grosseteste University,2016,"1,800",435,0,2235,-55,53.243565,-0.537139
10007811,Bishop Grosseteste University,2017,"1,790",435,0,2225,-10,53.243565,-0.537139
10007811,Bishop Grosseteste University,2018,"1,805",450,0,2255,30,53.243565,-0.537139
10007811,Bishop Grosseteste University,2019,"1,810",440,0,2255,0,53.243565,-0.537139
10007811,Bishop Grosseteste University,2020,"1,820",455,5,2280,25,53.243565,-0.537139
10007811,Bishop Grosseteste University,2021,"1,920",540,5,2465,185,53.243565,-0.537139
10007811,Bishop Grosseteste University,2022,"1,800",560,5,2370,-95,53.243565,-0.537139
10007811,Bishop Grosseteste University,2023,"1,580",540,5,2125,-245,53.243565,-0.537139
10000824,Bournemouth University,2015,"10,455","7,765",0,18225,,50.742977,-1.897168
10000824,Bournemouth University,2016,"10,955","8,090",0,19045,820,50.742977,-1.897168
10000824,Bournemouth University,2017,"11,455","8,600",5,20055,1010,50.742977,-1.897168
10000824,Bournemouth University,2018,"10,380","8,305",20,18705,-1350,50.742977,-1.897168
10000824,Bournemouth University,2019,"9,835","7,995",30,17860,-845,50.742977,-1.897168
10000824,Bournemouth University,2020,"9,265","8,090",35,17390,-470,50.742977,-1.897168
10000824,Bournemouth University,2021,"9,525","8,130",45,17700,310,50.742977,-1.897168
10000824,Bournemouth University,2022,"9,870","8,025",65,17960,260,50.742977,-1.897168
10000824,Bournemouth University,2023,"10,530","8,305",95,18925,965,50.742977,-1.897168
10000961,Brunel University London,2015,"6,210","7,510",0,13720,,51.532837,-0.47285599
10000961,Brunel University London,2016,"6,490","7,675",0,14165,445,51.532837,-0.47285599
10000961,Brunel University London,2017,"6,070","7,060",0,13130,-1035,51.532837,-0.47285599
10000961,Brunel University London,2018,"6,460","7,590",0,14050,920,51.532837,-0.47285599
10000961,Brunel University London,2019,"6,825","8,005",0,14830,780,51.532837,-0.47285599
10000961,Brunel University London,2020,"7,260","8,290",35,15585,755,51.532837,-0.47285599
10000961,Brunel University London,2021,"8,295","9,395",50,17745,2160,51.532837,-0.47285599
10000961,Brunel University London,2022,"8,360","10,245",50,18655,910,51.532837,-0.47285599
10000961,Brunel University London,2023,"8,170","10,145",55,18370,-285,51.532837,-0.47285599
10000975,Buckinghamshire New University,2015,"5,290","3,745",0,9035,,51.628498,-0.753097
10000975,Buckinghamshire New University,2016,"5,090","3,490",0,8580,-455,51.628498,-0.753097
10000975,Buckinghamshire New University,2017,"5,200","3,675",0,8870,290,51.628498,-0.753097
10000975,Buckinghamshire New University,2018,"4,840","4,245",0,9085,215,51.628498,-0.753097
10000975,Buckinghamshire New University,2019,"5,745","5,225",0,10970,1885,51.628498,-0.753097
10000975,Buckinghamshire New University,2020,"7,340","6,730",5,14075,3105,51.628498,-0.753097
10000975,Buckinghamshire New University,2021,"9,390","8,580",5,17970,3895,51.628498,-0.753097
10000975,Buckinghamshire New University,2022,"11,005","9,555",15,20570,2600,51.628498,-0.753097
10000975,Buckinghamshire New University,2023,"11,590","9,670",15,21275,705,51.628498,-0.753097
10001143,Canterbury Christ Church University,2015,"10,930","5,090",0,16020,,51.279644,1.0893641
10001143,Canterbury Christ Church University,2016,"10,995","5,060",0,16055,35,51.279644,1.0893641
10001143,Canterbury Christ Church University,2017,"10,555","4,645",0,15200,-855,51.279644,1.0893641
10001143,Canterbury Christ Church University,2018,"10,045","4,315",5,14365,-835,51.279644,1.0893641
10001143,Canterbury Christ Church University,2019,"9,805","4,290",5,14100,-265,51.279644,1.0893641
10001143,Canterbury Christ Church University,2020,"9,210","4,125",5,13340,-760,51.279644,1.0893641
10001143,Canterbury Christ Church University,2021,"10,670","5,675",10,16355,3015,51.279644,1.0893641
10001143,Canterbury Christ Church University,2022,"14,510","10,135",15,24660,8305,51.279644,1.0893641
10001143,Canterbury Christ Church University,2023,"18,065","13,575",120,31760,7100,51.279644,1.0893641
10007854,Cardiff Metropolitan University,2015,"6,915","6,755",0,13670,,51.483608,-3.223624
10007854,Cardiff Metropolitan University,2016,"6,585","5,995",0,12580,-1090,51.483608,-3.223624
10007854,Cardiff Metropolitan University,2017,"5,965","5,025",0,10995,-1585,51.483608,-3.223624
10007854,Cardiff Metropolitan University,2018,"5,775","4,655",5,10435,-560,51.483608,-3.223624
10007854,Cardiff Metropolitan University,2019,"6,050","4,620",0,10675,240,51.483608,-3.223624
10007854,Cardiff Metropolitan University,2020,"5,905","5,015",0,10920,245,51.483608,-3.223624
10007854,Cardiff Metropolitan University,2021,"6,180","5,250",5,11435,515,51.483608,-3.223624
10007854,Cardiff Metropolitan University,2022,"6,630","5,980",10,12620,1185,51.483608,-3.223624
10007854,Cardiff Metropolitan University,2023,"7,025","6,515",5,13545,925,51.483608,-3.223624
10007814,Cardiff University,2015,"17,805","12,675",0,30480,,51.489056,-3.1798251
10007814,Cardiff University,2016,"18,095","12,575",10,30675,195,51.489056,-3.1798251
10007814,Cardiff University,2017,"18,720","12,855",25,31595,920,51.489056,-3.1798251
10007814,Cardiff University,2018,"19,020","12,880",35,31935,340,51.489056,-3.1798251
10007814,Cardiff University,2019,"19,765","13,380",45,33190,1255,51.489056,-3.1798251
10007814,Cardiff University,2020,"19,680","13,530",45,33260,70,51.489056,-3.1798251
10007814,Cardiff University,2021,"19,790","13,650",70,33510,250,51.489056,-3.1798251
10007814,Cardiff University,2022,"20,080","13,790",120,33985,475,51.489056,-3.1798251
10007814,Cardiff University,2023,"19,460","13,140",125,32725,-1260,51.489056,-3.1798251
10001653,Conservatoire for Dance and Drama,2015,740,520,0,1260,,51.526207,-0.129115
10001653,Conservatoire for Dance and Drama,2016,790,520,0,1310,50,51.526207,-0.129115
10001653,Conservatoire for Dance and Drama,2017,865,510,0,1375,65,51.526207,-0.129115
10001653,Conservatoire for Dance and Drama,2018,915,505,5,1425,50,51.526207,-0.129115
10001653,Conservatoire for Dance and Drama,2019,970,535,5,1510,85,51.526207,-0.129115
10001653,Conservatoire for Dance and Drama,2020,705,290,5,1000,-510,51.526207,-0.129115
10001653,Conservatoire for Dance and Drama,2021,735,305,5,1050,50,51.526207,-0.129115
10001653,Conservatoire for Dance and Drama,2022,775,315,15,1105,55,51.526207,-0.129115
10007761,Courtauld Institute of Art,2015,375,95,0,470,,51.510731,-0.116938
10007761,Courtauld Institute of Art,2016,400,105,0,505,35,51.510731,-0.116938
10007761,Courtauld Institute of Art,2017,380,110,0,495,-10,51.510731,-0.116938
10007761,Courtauld Institute of Art,2018,400,100,5,505,10,51.510731,-0.116938
10007761,Courtauld Institute of Art,2019,400,95,5,495,-10,51.510731,-0.116938
10007761,Courtauld Institute of Art,2020,450,90,5,545,50,51.510731,-0.116938
10007761,Courtauld Institute of Art,2021,455,110,5,570,25,51.510731,-0.116938
10007761,Courtauld Institute of Art,2022,485,115,5,600,30,51.510731,-0.116938
10007761,Courtauld Institute of Art,2023,485,110,5,605,5,51.510731,-0.116938
10001726,Coventry University,2015,"13,150","14,445",5,27600,,52.405315,-1.5000629
10001726,Coventry University,2016,"13,890","15,530",10,29430,1830,52.405315,-1.5000629
10001726,Coventry University,2017,"14,930","16,750",10,31690,2260,52.405315,-1.5000629
10001726,Coventry University,2018,"16,210","17,900",15,34125,2435,52.405315,-1.5000629
10001726,Coventry University,2019,"16,745","18,205",20,34970,845,52.405315,-1.5000629
10001726,Coventry University,2020,"18,480","19,920",25,38430,3460,52.405315,-1.5000629
10001726,Coventry University,2021,"19,125","19,990",50,39170,740,52.405315,-1.5000629
10001726,Coventry University,2022,"18,880","19,235",70,38190,-980,52.405315,-1.5000629
10001726,Coventry University,2023,"18,055","17,240",110,35405,-2785,52.405315,-1.5000629
10007822,Cranfield University,2015,985,"3,165",0,4150,,52.073917,-0.62875497
10007822,Cranfield University,2016,930,"3,055",0,3980,-170,52.073917,-0.62875497
10007822,Cranfield University,2017,935,"3,000",0,3935,-45,52.073917,-0.62875497
10007822,Cranfield University,2018,"1,105","3,185",0,4290,355,52.073917,-0.62875497
10007822,Cranfield University,2019,"1,180","3,270",0,4450,160,52.073917,-0.62875497
10007822,Cranfield University,2020,"1,375","3,450",0,4825,375,52.073917,-0.62875497
10007822,Cranfield University,2021,"1,465","3,590",5,5055,230,52.073917,-0.62875497
10007822,Cranfield University,2022,"1,480","3,920",5,5400,345,52.073917,-0.62875497
10007822,Cranfield University,2023,"1,610","3,785",35,5430,30,52.073917,-0.62875497
10001883,De Montfort University,2015,"11,310","8,340",0,19650,,52.629288,-1.137817
10001883,De Montfort University,2016,"11,905","8,995",0,20905,1255,52.629288,-1.137817
10001883,De Montfort University,2017,"13,020","10,185",0,23205,2300,52.629288,-1.137817
10001883,De Montfort University,2018,"14,220","11,475",0,25695,2490,52.629288,-1.137817
10001883,De Montfort University,2019,"14,630","11,875",60,26565,870,52.629288,-1.137817
10001883,De Montfort University,2020,"15,825","13,075",45,28945,2380,52.629288,-1.137817
10001883,De Montfort University,2021,"15,355","12,150",30,27535,-1410,52.629288,-1.137817
10001883,De Montfort University,2022,"15,605","12,715",10,28335,800,52.629288,-1.137817
10001883,De Montfort University,2023,"13,485","11,060","3,370",27915,-420,52.629288,-1.137817
10007823,Edge Hill University,2015,"11,120","5,050",0,16170,,53.559608,-2.873836
10007823,Edge Hill University,2016,"10,615","4,925",0,15540,-630,53.559608,-2.873836
10007823,Edge Hill University,2017,"10,325","4,890",0,15220,-320,53.559608,-2.873836
10007823,Edge Hill University,2018,"9,685","4,570",0,14255,-965,53.559608,-2.873836
10007823,Edge Hill University,2019,"9,520","4,315",0,13835,-420,53.559608,-2.873836
10007823,Edge Hill University,2020,"9,420","4,140",0,13560,-275,53.559608,-2.873836
10007823,Edge Hill University,2021,"10,105","4,470",0,14575,1015,53.559608,-2.873836
10007823,Edge Hill University,2022,"10,340","4,365",5,14705,130,53.559608,-2.873836
10007823,Edge Hill University,2023,"10,180","4,320",5,14505,-200,53.559608,-2.873836
10007772,Edinburgh Napier University,2015,"7,400","5,725",0,13125,,55.918049,-3.2400601
10007772,Edinburgh Napier University,2016,"7,035","5,550",0,12585,-540,55.918049,-3.2400601
10007772,Edinburgh Napier University,2017,"7,295","5,615",0,12910,325,55.918049,-3.2400601
10007772,Edinburgh Napier University,2018,"7,300","5,815",0,13115,205,55.918049,-3.2400601
10007772,Edinburgh Napier University,2019,"7,565","6,025",5,13595,480,55.918049,-3.2400601
10007772,Edinburgh Napier University,2020,"7,630","6,300",5,13930,335,55.918049,-3.2400601
10007772,Edinburgh Napier University,2021,"8,130","6,730",10,14870,940,55.918049,-3.2400601
10007772,Edinburgh Napier University,2022,"8,485","7,020",20,15530,660,55.918049,-3.2400601
10007772,Edinburgh Napier University,2023,"8,420","7,075",25,15520,-10,55.918049,-3.2400601
10008640,Falmouth University,2015,"2,580","1,700",0,4280,,50.149624,-5.0710788
10008640,Falmouth University,2016,"2,820","1,830",5,4655,375,50.149624,-5.0710788
10008640,Falmouth University,2017,"3,210","2,165",10,5385,730,50.149624,-5.0710788
10008640,Falmouth University,2018,"3,540","2,445",20,6000,615,50.149624,-5.0710788
10008640,Falmouth University,2019,"3,725","2,655",45,6425,425,50.149624,-5.0710788
10008640,Falmouth University,2020,"3,635","2,545",65,6245,-180,50.149624,-5.0710788
10008640,Falmouth University,2021,"3,560","2,500",105,6170,-75,50.149624,-5.0710788
10008640,Falmouth University,2022,"3,815","2,710",NA,6635,465,50.149624,-5.0710788
10008640,Falmouth University,2023,"4,160","3,040",180,7380,745,50.149624,-5.0710788
10007762,Glasgow Caledonian University,2015,"9,960","6,970",0,16930,,55.86729,-4.2500572
10007762,Glasgow Caledonian University,2016,"9,880","6,700",0,16580,-350,55.86729,-4.2500572
10007762,Glasgow Caledonian University,2017,"9,655","6,760",0,16415,-165,55.86729,-4.2500572
10007762,Glasgow Caledonian University,2018,"9,570","6,880",0,16450,35,55.86729,-4.2500572
10007762,Glasgow Caledonian University,2019,"9,815","7,040",5,16860,410,55.86729,-4.2500572
10007762,Glasgow Caledonian University,2020,"10,185","7,350",5,17540,680,55.86729,-4.2500572
10007762,Glasgow Caledonian University,2021,"11,050","7,975",10,19030,1490,55.86729,-4.2500572
10007762,Glasgow Caledonian University,2022,"11,590","8,445",10,20050,1020,55.86729,-4.2500572
10007762,Glasgow Caledonian University,2023,"12,235","9,300",15,21555,1505,55.86729,-4.2500572
10002681,Glasgow School of Art,2015,"1,145",680,15,1840,,55.865959,-4.2634048
10002681,Glasgow School of Art,2016,"1,310",730,15,2060,220,55.865959,-4.2634048
10002681,Glasgow School of Art,2017,"1,445",740,15,2195,135,55.865959,-4.2634048
10002681,Glasgow School of Art,2018,"1,510",765,25,2300,105,55.865959,-4.2634048
10002681,Glasgow School of Art,2019,"1,520",730,35,2285,-15,55.865959,-4.2634048
10002681,Glasgow School of Art,2020,"1,570",765,45,2380,95,55.865959,-4.2634048
10002681,Glasgow School of Art,2021,"1,570",755,40,2365,-15,55.865959,-4.2634048
10002681,Glasgow School of Art,2022,"1,665",745,35,2440,75,55.865959,-4.2634048
10002681,Glasgow School of Art,2023,"1,760",790,55,2605,165,55.865959,-4.2634048
10002718,Goldsmiths College,2015,"5,410","2,755",0,8165,,51.474144,-0.035401002
10002718,Goldsmiths College,2016,"5,715","2,810",0,8525,360,51.474144,-0.035401002
